Time,Event Time,State at A,State at B,Comment
s,s,State,State,

102.2358639,102.235900,0,0,
102.24852,102.248500,0,1,
102.28348,102.283500,0,0,
102.7203519,102.720400,0,1,
102.7228239,102.722800,1,1,
102.7519839,102.752000,0,1,
102.7573599,102.757400,0,0,
103.2004719,103.200500,0,1,
103.2357519,103.235700,0,0,
103.244856,103.244900,1,0,
103.275504,103.275500,0,0,
103.702736,103.702700,0,1,
103.734776,103.734800,0,0,
103.7369519,103.737000,1,0,
103.7710159,103.771000,0,0,
104.209088,104.209100,1,0,
104.22912,104.229100,1,1,
104.244232,104.244200,0,1,
104.260312,104.260300,0,0,
104.692032,104.692000,1,0,
104.7242,104.724200,0,0,
104.7377839,104.737800,0,1,
104.7718639,104.771900,0,0,
105.20992,105.209900,1,0,
105.224864,105.224900,1,1,
105.2392799,105.239300,0,1,
105.2622799,105.262300,0,0,
105.6919039,105.691900,0,1,
105.7283279,105.728300,0,0,
105.7303039,105.730300,1,0,
105.760544,105.760500,0,0,
106.1936159,106.193600,0,1,
106.22648,106.226500,0,0,
106.2360559,106.236100,1,0,
106.2696479,106.269600,0,0,
106.706976,106.707000,1,0,
106.71056,106.710600,1,1,
106.7420159,106.742000,1,0,
106.7423439,106.742300,0,0,
107.1865519,107.186600,1,0,
107.2199359,107.219900,0,0,
107.2322559,107.232300,0,1,
107.265552,107.265500,0,0,
107.69272,107.692700,1,0,
107.719888,107.719900,1,1,
107.722992,107.723000,0,1,
107.756688,107.756700,0,0,
108.193888,108.193900,0,1,
108.21868,108.218700,1,1,
108.231488,108.231500,1,0,
108.2484,108.248400,0,0,
108.67836,108.678400,0,1,
108.712656,108.712700,0,0,
108.72744,108.727400,1,0,
108.760192,108.760200,0,0,
109.199136,109.199100,0,1,
109.210168,109.210200,1,1,
109.230696,109.230700,1,0,
109.246024,109.246000,0,0,
109.678792,109.678800,1,0,
109.71332,109.713300,0,0,
109.716864,109.716900,0,1,
109.74964,109.749600,0,0,
110.181544,110.181500,1,0,
110.212568,110.212600,0,0,
110.22128,110.221300,0,1,
110.257744,110.257700,0,0,
110.6893679,110.689400,0,1,
110.701424,110.701400,1,1,
110.727368,110.727400,1,0,
110.731312,110.731300,0,0,
111.17352,111.173500,0,1,
111.209056,111.209100,0,0,
111.221032,111.221000,1,0,
111.252952,111.253000,0,0,
111.680288,111.680300,0,1,
111.7074639,111.707500,1,1,
111.71272,111.712700,1,0,
111.742808,111.742800,0,0,
112.178624,112.178600,1,0,
